date,product_name,category,unit_price,quantity,sales_amount,customer_id
2024-02-04,,書籍,1500.0,8.0,12000.0,customer_077
2024-02-05,小説,書籍,1500.0,8.0,12000.0,customer_012
2024-02-05,技術書,書籍,3500.0,1.0,3500.0,customer_088
2024-02-05,小説,,1500.0,8.0,12000.0,customer_002
2024-02-05,ノート,文房具,300.0,1.0,300.0,customer_097
2024-02-06,技術書,書籍,3500.0,8.0,28000.0,customer_092
2024-02-06,キーボード,電子機器,5000.0,-2.0,10000.0,customer_008
2024-02-06,キーボード,電子機器,5000.0,3.0,15000.0,customer_075
2024-02-06,ファイル,文房具,500.0,3.0,1500.0,customer_025
2024-02-07,ノートパソコン,電子機器,80000.0,6.0,480000.0,customer_047
2024-02-07,キーボード,電子機器,5000.0,2.0,,customer_047
2024-02-07,ノートパソコン,電子機器,80000.0,5.0,,customer_059
2024-02-07,ボールペン,文房具,150.0,9.0,1350.0,customer_051
2024-02-07,マウス,電子機器,2000.0,6.0,12000.0,customer_081
2024-02-08,技術書,書籍,3500.0,1.0,3500.0,customer_042
2024-02-08,マウス,電子機器,2000.0,5.0,10000.0,customer_029
2024-02-08,ノートパソコン,電子機器,80000.0,10.0,800000.0,customer_064
2024-02-08,マウス,電子機器,2000.0,,2000.0,customer_096
2024-02-08,技術書,,3500.0,2.0,7000.0,customer_052
2024-02-09,ノートパソコン,電子機器,80000.0,2.0,,customer_050
2024-02-09,小説,書籍,1500.0,-1.0,1500.0,customer_027
2024-02-09,ノートパソコン,電子機器,80000.0,8.0,640000.0,customer_068
2024-02-09,ノート,文房具,300.0,5.0,1500.0,customer_048
INVALID_DATE,ノートパソコン,,80000.0,10.0,800000.0,customer_026
2024-02-10,キーボード,電子機器,5000.0,10.0,639384.0,customer_073
,小説,書籍,1500.0,4.0,6000.0,customer_002
2024-02-10,マウス,電子機器,2000.0,6.0,12000.0,customer_032
2024-02-10,ノート,文房具,300.0,5.0,1500.0,customer_004
2024-02-11,小説,書籍,1500.0,4.0,6000.0,customer_091
2024-02-11,マウス,電子機器,2000.0,7.0,14000.0,customer_078
2024-02-11,ノート,文房具,300.0,4.0,1200.0,customer_020
2024-02-12,ビジネス書,書籍,1800.0,6.0,10800.0,customer_052
2024-02-12,ノート,文房具,300.0,9.0,2700.0,customer_098
2024-02-12,小説,書籍,1500.0,10.0,15000.0,customer_022
2024-02-12,ノートパソコン,電子機器,80000.0,7.0,,customer_090
2024-02-12,キーボード,電子機器,5000.0,6.0,,customer_044
2024-02-13,,書籍,1500.0,6.0,9000.0,customer_006
,ビジネス書,書籍,1800.0,9.0,16200.0,customer_070
2024-02-13,ビジネス書,書籍,1800.0,7.0,12600.0,customer_096
2024-02-14,小説,書籍,1500.0,9.0,13500.0,customer_039
2024-02-14,キーボード,電子機器,5000.0,2.0,10000.0,customer_097
2024-02-14,ボールペン,文房具,150.0,4.0,600.0,customer_057
2024-02-15,小説,書籍,1500.0,8.0,12000.0,customer_006
2024-02-15,ノートパソコン,電子機器,80000.0,8.0,640000.0,customer_054
2024-02-15,ビジネス書,書籍,1800.0,7.0,12600.0,customer_100
2024-02-16,,書籍,3500.0,8.0,28000.0,customer_045
2024-02-16,ボールペン,文房具,150.0,3.0,450.0,customer_064
2024-02-16,小説,書籍,114143.0,7.0,10500.0,customer_011
2024-02-16,ノートパソコン,電子機器,80000.0,8.0,640000.0,customer_027
2024-02-17,技術書,書籍,3500.0,1.0,3500.0,customer_073
2024-02-17,ノート,文房具,300.0,7.0,2100.0,customer_081
2024-02-17,マウス,電子機器,2000.0,4.0,8000.0,customer_032
2024-02-18,キーボード,電子機器,5000.0,-9.0,45000.0,customer_055
2024-02-18,ボールペン,文房具,150.0,7.0,1050.0,customer_060
2024-02-18,ノートパソコン,電子機器,80000.0,1.0,80000.0,customer_087
2024-02-19,マウス,電子機器,2000.0,8.0,,customer_072
2024-02-19,マウス,電子機器,2000.0,7.0,14000.0,customer_065
2024-02-19,小説,書籍,1500.0,8.0,12000.0,customer_047
2024-02-19,ボールペン,文房具,150.0,2.0,300.0,customer_042
2024-02-20,小説,書籍,1500.0,1.0,1500.0,
2024-02-20,ファイル,文房具,500.0,3.0,1500.0,customer_028
2024-02-20,マウス,電子機器,2000.0,9.0,18000.0,customer_017
2024-02-20,キーボード,電子機器,,6.0,,customer_058
2024-02-21,小説,書籍,1500.0,9.0,13500.0,customer_094
,キーボード,電子機器,5000.0,4.0,20000.0,customer_041
2024-02-21,ファイル,文房具,500.0,5.0,2500.0,customer_046
2024-02-21,マウス,電子機器,2000.0,8.0,16000.0,customer_054
2024-02-21,キーボード,電子機器,5000.0,8.0,40000.0,customer_067
2024-02-22,ノート,文房具,300.0,2.0,600.0,customer_033
2024-02-22,ボールペン,文房具,150.0,-9.0,1350.0,customer_012
2024-02-22,,文房具,300.0,6.0,1800.0,customer_099
2024-02-23,小説,書籍,1500.0,5.0,7500.0,
2024-02-23,ファイル,文房具,500.0,4.0,2000.0,customer_024
2024-02-23,ボールペン,文房具,150.0,10.0,1500.0,customer_041
2024-02-24,マウス,電子機器,2000.0,9.0,639384.0,customer_010
2024-02-24,ノートパソコン,電子機器,80000.0,6.0,480000.0,customer_075
2024-02-24,技術書,,3500.0,5.0,17500.0,customer_043
2024-02-24,ファイル,文房具,500.0,1.0,-500.0,customer_034
2024-02-25,技術書,書籍,3500.0,10.0,35000.0,customer_010
2024-02-25,ノート,文房具,300.0,,,customer_032
2024-02-25,ボールペン,文房具,150.0,8.0,,customer_030
2024-02-26,キーボード,電子機器,5000.0,1.0,5000.0,customer_076
,技術書,書籍,3500.0,2.0,7000.0,customer_032
2024-02-26,マウス,電子機器,2000.0,1.0,2000.0,customer_085
2024-02-26,ノート,文房具,300.0,5.0,1500.0,customer_018
2024-02-27,ノートパソコン,電子機器,80000.0,8.0,640000.0,customer_073
2024-02-27,ビジネス書,書籍,1800.0,6.0,10800.0,customer_072
2024-02-27,,電子機器,80000.0,10.0,800000.0,customer_059
2024-02-27,ボールペン,文房具,150.0,10.0,1500.0,customer_069
2024-02-28,技術書,書籍,3500.0,8.0,28000.0,customer_042
2024-02-28,ビジネス書,書籍,1800.0,3.0,5400.0,customer_080
2024-02-28,ノート,文房具,300.0,4.0,1200.0,customer_063
2024-02-28,技術書,書籍,3500.0,6.0,21000.0,customer_089
2024-02-29,ノートパソコン,電子機器,80000.0,8.0,640000.0,customer_044
2024-02-29,ファイル,文房具,500.0,4.0,2000.0,customer_085
2024-02-29,ビジネス書,書籍,1800.0,8.0,14400.0,customer_057
2024-02-29,ボールペン,文房具,150.0,7.0,1050.0,
2024-03-01,ノートパソコン,電子機器,80000.0,1.0,80000.0,customer_080
2024-03-01,ビジネス書,書籍,1800.0,10.0,18000.0,customer_090
2024-03-01,キーボード,電子機器,5000.0,10.0,50000.0,customer_032
2024-03-02,ファイル,文房具,500.0,5.0,2500.0,customer_003
2024-03-02,小説,書籍,1500.0,9.0,13500.0,customer_062
2024-03-02,小説,書籍,1500.0,4.0,6000.0,customer_009
2024-03-02,技術書,書籍,3500.0,3.0,10500.0,customer_078
2024-03-02,小説,書籍,1500.0,2.0,3000.0,customer_019
2024-03-03,ノートパソコン,電子機器,80000.0,4.0,320000.0,customer_005
2024-03-03,ノート,文房具,300.0,8.0,2400.0,customer_011
2024-03-03,ファイル,文房具,500.0,3.0,1500.0,customer_063
2024-03-04,マウス,電子機器,2000.0,7.0,14000.0,customer_051
2024-03-04,ファイル,文房具,500.0,3.0,1500.0,customer_093
2024-03-04,ノートパソコン,電子機器,80000.0,3.0,240000.0,customer_067
,小説,書籍,1500.0,2.0,3000.0,customer_011
2024-03-05,ノート,文房具,300.0,2.0,600.0,customer_021
2024-03-05,キーボード,電子機器,5000.0,3.0,15000.0,customer_100
,ノートパソコン,電子機器,,4.0,320000.0,
2024-03-06,ビジネス書,書籍,1800.0,1.0,1800.0,customer_085
2024-03-06,ファイル,文房具,500.0,3.0,639384.0,customer_049
INVALID_DATE,小説,書籍,1500.0,10.0,15000.0,customer_071
2024-03-07,ビジネス書,書籍,1800.0,7.0,12600.0,customer_031
,技術書,書籍,,9.0,-31500.0,customer_017
2024-03-07,,文房具,300.0,5.0,1500.0,customer_049
2024-03-07,ノート,文房具,300.0,5.0,1500.0,customer_044
2024-03-08,小説,書籍,1500.0,9.0,13500.0,customer_054
2024-03-08,ノート,文房具,300.0,8.0,2400.0,customer_016
2024-03-08,ビジネス書,書籍,1800.0,4.0,7200.0,customer_008
2024-03-09,ビジネス書,書籍,1800.0,6.0,10800.0,customer_040
2024-03-09,ファイル,文房具,500.0,7.0,3500.0,customer_051
2024-03-09,ファイル,文房具,500.0,,2500.0,customer_025
2024-03-09,ビジネス書,書籍,1800.0,5.0,9000.0,customer_082
2024-03-09,ビジネス書,書籍,1800.0,4.0,7200.0,customer_060
2024-03-10,キーボード,電子機器,5000.0,10.0,50000.0,customer_027
,ビジネス書,書籍,,8.0,14400.0,customer_019
2024-03-10,小説,書籍,1500.0,9.0,13500.0,customer_011
2024-03-11,小説,書籍,1500.0,,7500.0,
2024-03-11,ファイル,文房具,500.0,2.0,1000.0,customer_057
2024-03-11,ノートパソコン,電子機器,80000.0,6.0,,customer_016
2024-03-11,ビジネス書,書籍,1800.0,1.0,1800.0,customer_067
2024-03-11,ノート,文房具,300.0,5.0,1500.0,customer_053
2024-03-12,ファイル,文房具,500.0,6.0,3000.0,customer_045
,ノートパソコン,電子機器,80000.0,4.0,320000.0,customer_012
2024-03-12,ノートパソコン,電子機器,80000.0,5.0,400000.0,
,ファイル,文房具,500.0,6.0,3000.0,customer_060
2024-03-13,小説,書籍,1500.0,10.0,15000.0,customer_075
2024-03-13,技術書,書籍,3500.0,2.0,7000.0,customer_013
2024-03-13,ビジネス書,書籍,1800.0,5.0,9000.0,customer_048
2024-03-13,ノートパソコン,電子機器,80000.0,2.0,160000.0,customer_069
2024-03-14,ビジネス書,書籍,1800.0,5.0,9000.0,customer_060
2024-03-14,ノート,文房具,300.0,8.0,2400.0,customer_038
2024-03-14,ファイル,文房具,500.0,9.0,4500.0,customer_062
2024-03-15,ボールペン,文房具,150.0,9.0,1350.0,customer_052
2024-03-15,,書籍,1800.0,8.0,14400.0,customer_067
2024-03-15,ファイル,文房具,500.0,4.0,2000.0,customer_058
2024-03-15,ボールペン,文房具,150.0,5.0,750.0,customer_063
2024-03-15,ノートパソコン,電子機器,80000.0,5.0,-400000.0,customer_019
2024-03-16,小説,書籍,1500.0,6.0,,customer_045
2024-03-16,ビジネス書,,1800.0,5.0,9000.0,customer_002
2024-03-16,キーボード,電子機器,5000.0,6.0,30000.0,customer_005
2024-03-17,キーボード,電子機器,5000.0,3.0,15000.0,
2024-03-17,ノート,文房具,300.0,2.0,600.0,customer_041
2024-03-17,小説,書籍,1500.0,3.0,4500.0,customer_091
2024-03-18,ボールペン,文房具,150.0,3.0,450.0,customer_088
2024-03-18,技術書,書籍,3500.0,1.0,3500.0,customer_011
2024-03-18,,書籍,114143.0,8.0,14400.0,customer_005
,小説,書籍,1500.0,2.0,3000.0,customer_005
2024-03-19,マウス,電子機器,2000.0,7.0,14000.0,customer_073
2024-03-19,技術書,書籍,3500.0,8.0,28000.0,customer_020
2024-03-19,小説,書籍,1500.0,2.0,3000.0,customer_010
2024-03-20,ボールペン,文房具,150.0,6.0,,customer_095
2024-03-20,ビジネス書,書籍,1800.0,1.0,1800.0,customer_077
2024-03-20,ボールペン,文房具,150.0,-10.0,1500.0,customer_064
2024-03-21,技術書,書籍,3500.0,1.0,3500.0,customer_012
2024-03-21,キーボード,電子機器,5000.0,9.0,45000.0,customer_074
2024-03-21,ファイル,文房具,,4.0,2000.0,customer_095
2024-03-21,ノートパソコン,電子機器,,2.0,160000.0,customer_055
,ボールペン,文房具,150.0,7.0,1050.0,customer_033
2024-03-22,ファイル,文房具,500.0,7.0,3500.0,customer_008
2024-03-22,ファイル,文房具,500.0,3.0,1500.0,customer_083
2024-03-22,技術書,書籍,3500.0,3.0,10500.0,customer_088
2024-03-23,キーボード,電子機器,5000.0,7.0,35000.0,customer_042
2024-03-23,技術書,書籍,,8.0,28000.0,
2024-03-23,小説,書籍,1500.0,5.0,7500.0,customer_064
2024-03-23,ノートパソコン,電子機器,80000.0,1.0,80000.0,customer_032
,ビジネス書,書籍,1800.0,3.0,5400.0,customer_058
2024-03-24,技術書,書籍,3500.0,8.0,28000.0,customer_077
2024-03-24,ファイル,文房具,500.0,8.0,4000.0,customer_025
2024-03-24,小説,書籍,1500.0,3.0,4500.0,customer_068
2024-03-24,ノート,文房具,300.0,10.0,3000.0,customer_052
2024-03-25,ノート,文房具,300.0,10.0,3000.0,customer_060
INVALID_DATE,技術書,書籍,3500.0,-5.0,17500.0,customer_008
2024-03-25,ボールペン,文房具,,4.0,600.0,customer_019
2024-03-25,ファイル,文房具,500.0,5.0,2500.0,customer_063
2024-03-25,ノートパソコン,電子機器,80000.0,2.0,160000.0,customer_069
2024-03-26,キーボード,電子機器,5000.0,9.0,45000.0,
2024-03-26,技術書,書籍,3500.0,2.0,7000.0,customer_043
2024-03-26,技術書,書籍,3500.0,1.0,3500.0,customer_052
2024-03-26,ノート,文房具,300.0,4.0,1200.0,customer_100
2024-03-26,ノートパソコン,電子機器,80000.0,7.0,560000.0,customer_100
2024-03-27,マウス,電子機器,2000.0,9.0,18000.0,customer_070
2024-03-27,ノート,文房具,300.0,9.0,2700.0,customer_069
2024-03-27,小説,書籍,1500.0,6.0,9000.0,customer_016
2024-03-27,ビジネス書,書籍,1800.0,5.0,9000.0,customer_027
2024-03-27,小説,書籍,1500.0,1.0,1500.0,customer_079
2024-03-28,,文房具,300.0,7.0,2100.0,customer_098
2024-03-28,キーボード,電子機器,5000.0,10.0,50000.0,customer_065
2024-03-28,ノート,文房具,300.0,5.0,1500.0,customer_030
2024-03-29,小説,書籍,1500.0,3.0,4500.0,customer_046
2024-03-29,ファイル,文房具,114143.0,3.0,1500.0,customer_006
2024-03-29,マウス,電子機器,,1.0,2000.0,customer_019
2024-03-29,ビジネス書,,1800.0,3.0,5400.0,customer_068
2024-03-29,ノートパソコン,電子機器,80000.0,,240000.0,customer_044
2024-03-30,小説,書籍,1500.0,2.0,3000.0,customer_011
2024-03-30,ボールペン,文房具,150.0,2.0,300.0,customer_087
2024-03-30,ノートパソコン,電子機器,80000.0,10.0,800000.0,customer_012
2024-03-30,ファイル,文房具,500.0,3.0,1500.0,customer_017
2024-03-30,ノートパソコン,電子機器,80000.0,3.0,240000.0,customer_006
2024-03-31,技術書,書籍,3500.0,5.0,17500.0,customer_054
2024-03-31,マウス,電子機器,2000.0,5.0,10000.0,customer_071
2024-03-31,ノート,文房具,300.0,4.0,1200.0,customer_007
2024-04-01,,電子機器,80000.0,10.0,800000.0,customer_005
2024-04-01,ボールペン,文房具,150.0,5.0,750.0,customer_008
2024-04-01,技術書,書籍,3500.0,5.0,17500.0,customer_020
2024-04-01,ノートパソコン,電子機器,80000.0,1.0,80000.0,customer_033
2024-04-01,ボールペン,文房具,150.0,5.0,750.0,customer_084
2024-04-02,ノート,文房具,300.0,7.0,2100.0,customer_073
2024-04-02,マウス,電子機器,2000.0,2.0,4000.0,customer_029
2024-04-02,技術書,書籍,3500.0,2.0,7000.0,customer_070
2024-04-03,ビジネス書,書籍,1800.0,6.0,10800.0,customer_065
2024-04-03,ファイル,文房具,500.0,1.0,500.0,customer_011
2024-04-03,技術書,書籍,3500.0,8.0,-28000.0,
2024-04-04,ノートパソコン,電子機器,80000.0,5.0,400000.0,customer_068
2024-04-04,,電子機器,80000.0,8.0,640000.0,customer_100
2024-04-04,ビジネス書,書籍,,5.0,,customer_099
2024-04-05,小説,書籍,,,4500.0,customer_080
2024-04-05,ファイル,文房具,500.0,7.0,3500.0,customer_088
2024-04-05,ファイル,文房具,500.0,4.0,2000.0,customer_007
2024-04-06,ボールペン,文房具,150.0,2.0,300.0,customer_030
2024-04-06,マウス,電子機器,2000.0,2.0,4000.0,customer_070
2024-04-06,,文房具,300.0,-4.0,1200.0,customer_005
2024-04-06,ファイル,文房具,500.0,3.0,1500.0,customer_043
2024-04-06,ノートパソコン,電子機器,80000.0,4.0,320000.0,customer_051
2024-04-07,,書籍,3500.0,9.0,31500.0,customer_016
2024-04-07,技術書,書籍,3500.0,4.0,14000.0,customer_096
2024-04-07,ノート,文房具,300.0,5.0,1500.0,customer_080
2024-04-08,ビジネス書,書籍,1800.0,7.0,12600.0,customer_019
2024-04-08,ノートパソコン,電子機器,80000.0,4.0,320000.0,customer_061
2024-04-08,ビジネス書,書籍,1800.0,8.0,14400.0,customer_012
2024-04-09,キーボード,電子機器,5000.0,2.0,639384.0,customer_045
2024-04-09,ノートパソコン,電子機器,80000.0,1.0,80000.0,customer_039
2024-04-09,小説,書籍,1500.0,5.0,7500.0,customer_084
2024-04-10,ノートパソコン,電子機器,80000.0,5.0,,customer_042
2024-04-10,ノートパソコン,電子機器,80000.0,5.0,400000.0,customer_074
2024-04-10,ノートパソコン,電子機器,80000.0,10.0,800000.0,customer_044
2024-04-10,キーボード,電子機器,5000.0,-10.0,50000.0,customer_079
2024-04-10,マウス,電子機器,2000.0,4.0,8000.0,customer_041
2024-04-11,ノート,文房具,300.0,2.0,,customer_033
2024-04-11,技術書,書籍,3500.0,10.0,35000.0,customer_092
2024-04-11,,文房具,500.0,7.0,3500.0,customer_065
2024-04-11,キーボード,電子機器,5000.0,1.0,5000.0,customer_048
2024-04-11,ボールペン,文房具,150.0,7.0,1050.0,customer_096
2024-04-12,キーボード,電子機器,-5000.0,4.0,20000.0,customer_068
2024-04-12,技術書,書籍,3500.0,1.0,3500.0,customer_072
2024-04-12,マウス,電子機器,2000.0,1.0,2000.0,customer_036
2024-04-13,ボールペン,文房具,150.0,5.0,750.0,customer_085
2024-04-13,ファイル,文房具,500.0,,3500.0,customer_047
2024-04-13,ノートパソコン,電子機器,80000.0,8.0,639384.0,customer_050
2024-04-13,キーボード,電子機器,5000.0,6.0,30000.0,customer_076
2024-04-14,ファイル,文房具,,7.0,3500.0,
2024-04-14,,書籍,1500.0,8.0,12000.0,customer_002
2024-04-14,ノート,文房具,300.0,2.0,600.0,customer_036
2024-04-15,ファイル,文房具,500.0,7.0,3500.0,customer_066
2024-04-15,マウス,電子機器,2000.0,10.0,20000.0,customer_065
2024-04-15,ノート,文房具,300.0,1.0,300.0,customer_039
2024-04-15,ボールペン,文房具,150.0,5.0,639384.0,customer_058
2024-04-16,ノートパソコン,電子機器,80000.0,3.0,240000.0,customer_094
2024-04-16,キーボード,電子機器,5000.0,8.0,40000.0,customer_077
